name,category,link,topics,country,region_africa,region_asia,region_easteurope,region_latinamerica,region_westeurope,year_start,year_end,availability,registration,license,file_codebook,file_csv,file_dta,file_sav,file_excel,file_r,file_zip,variable_countryname,variable_year,variable_cow,doi_article,doi_dataset,revised,note
Judicial Checks and Balances,constitutions,http://faculty.tuck.dartmouth.edu/rafael-laporta/research-publications/,"judicial independence, constitutional review",,1,1,1,1,1,1789,1995,online,no,,https://faculty.tuck.dartmouth.edu/images/uploads/faculty/rafael-laporta/jcb_variable_description.pdf,,,,https://faculty.tuck.dartmouth.edu/images/uploads/faculty/rafael-laporta/jcb_data.xls,,,countryn,cons_yr,,10.1086/381480,,20230830,
Judicial Review of Congress Database,political institutions,https://scholar.princeton.edu/kewhitt/judicial-review-congress-database,,US,0,0,0,0,1,1789,2018,online,no,,https://scholar.princeton.edu/sites/default/files/kewhitt/files/judicial_review_of_congress_dataset_description_of_variables.pdf,,,,https://scholar.princeton.edu/sites/default/files/kewhitt/files/judicial_review_of_congress_database_1789-2018.xlsx,,,,YEAR,,,,20190628,
Jurist-Derived Judicial Ideology Scores,political institutions,https://judjis.org/,"judicial ideology, judicial behavior",US,0,0,0,0,1,1990,2022,online,online form,,,,,,,,,,,,,,20240506,
KOF Globalization Index,other,http://globalization.kof.ethz.ch/,"economic globalization, political globalization, social globalization",,1,1,1,1,1,1970,2020,online,no,,,,https://ethz.ch/content/dam/ethz/special-interest/dual/kof-dam/documents/Globalization/2022/KOFGI_2022_public.dta,,https://ethz.ch/content/dam/ethz/special-interest/dual/kof-dam/documents/Globalization/2022/KOFGI_2022_public.xlsx,,,country,year,,10.1007/s11558-019-09344-2,,20221208,
Konstanz One-Sided Violence Event Dataset,international relations,https://cms.uni-konstanz.de/fileadmin/archive/kosved/polver/gschneider/forschung/kosved/data/,"Mass killings, massacres, one-sided violence, political violence",,,,,,,1985,2008,online,"free, no registration",,https://cms.uni-konstanz.de/fileadmin/polver/gschneider/KOSVED/Coders_and_sources_kosved_webappendix_20130527.pdf,,,,https://cms.uni-konstanz.de/fileadmin/polver/gschneider/KOSVED/KOSVED_Gesamtdatensatz_20130529_ohneGIS.xlsx,,,,,,,,,
Korean General Social Survey,citizens,http://kgss.skku.edu/?page_id=39,"Political attitudes, political participation, socio-demographic characteristics",KR,0,1,0,0,0,2003,2016,online,no,,http://kgss.skku.edu/wp-content/uploads/2017/06/2-1-2003-2016-KGSS-Cumulative-Codebook-06042017.pdf,,,http://partsweb.skku.edu/~srckgss/NEW/2003-2016_KGSS_public_v4.sav,,,,,,,,,20180316,
Lankina Russian Protest-Event Dataset,protest,https://katerinatertytchnaya.com/research/,"protest, electoral authoritarianism, regions",RU,0,0,1,0,0,2007,2016,online,no,,https://ktertytchnaya.files.wordpress.com/2019/08/appendix.pdf,,,,https://ktertytchnaya.files.wordpress.com/2019/08/laruped.xls,,,,,,10.1080/1060586X.2019.1656039,,20191022,
Latent Human Rights Protection Scores,international relations,https://doi.org/10.7910/DVN/24872,"Accountability, repression, human rights",,,,,,,1949,2013,online,"free, no registration",,,,,,,,,,,,,,,
Latin American Guerrillas Dataset,international relations,https://doi.org/10.1177/00223433231215751,"guerrilla organizations, rebel diplomacy, rebel governance",,0,0,0,1,0,1950,2016,forthcoming,no,,,,,,,,,,,,10.1177/00223433231215751,,20240217,
Latinobarometro,citizens,http://www.latinobarometro.org/lat.jsp,"political attitudes, voting behavior, political participation, socio-demographic characteristics",,0,0,0,1,0,1995,2020,online,no,,,,,,,,,,,,,,20221202,
Leader Experience and Attribute Descriptions,political elites,https://doi.org/10.7910/DVN/SYZZEY,"Military experiences, childhood, education, personal, family life",,,,,,,1875,2004,online,"free, no registration",,,,,,,,,,,,,,,
Leaders’ Willingness to Use Force,international relations,https://doi.org/10.1017/S0003055420000313,"political leaders, interstate conflict",,1,1,1,1,1,1840,2004,online,no,,,,,,,,,,inyear,,10.1017/S0003055420000313,10.7910/DVN/7WFX1K,20200717,
Legislative decision-making in the European Union,policy,https://doi.org/10.34810/data53/2,"decision-making, European Union, Council of Ministers, EU legislative process",,0,0,1,0,1,1999,2019,online,no,,,,,,,,,,,,10.1080/13501763.2021.1991983,10.1080/13501763.2012.662028,20220827,
"Legislative production in the EU, 1967-2012",political institutions,http://www.dimiter.eu/Data.html,"regulations, directives, decisions, codifications",,0,0,1,0,1,1967,2012,online,no,,http://www.dimiter.eu/Data_files/eurlex/codebook.txt,http://www.dimiter.eu/Data_files/eurlex/eurlex%202013.csv,,,,,,,YEAR,,,,20180308,
Legislative Progression in the American States,policy,https://doi.org/10.7910/DVN/8PTHXT,"state legislatures, state politics, legislative politics",US,0,0,0,0,1,2003,2019,online,no,,,,,,,,,,year1,,10.1111/lsq.12422,10.7910/DVN/8PTHXT,20230419,
Legislator Diversity,parties and politicians,https://www.legislatordiversity.com/,party affiliation,US,0,0,0,0,1,2010,2022,online,no,,,,,,,,,,Election Year,,,,20220519,
Life in Transition Survey,citizens,http://www.ebrd.com/what-we-do/economic-research-and-data/data/lits.html,"life satisfaction, governance",,0,1,1,0,1,2006,2016,online,no,,,,,,,,,country,,,,,20230111,
Lobby meetings with UK Government Ministers,cabinets and parliaments,https://openaccess.transparency.org.uk/,"lobby, ministers",GB,0,0,0,0,1,2012,2020,online,no,,,,,,,,,,Year,,,,20210603,
Local Candidate Dataset,parties and politicians,http://www.jon.fiva.no/data.htm,candidates,NO,0,0,0,0,1,1971,2023,online,no,,https://www.jon.fiva.no/docs/FivaSorensenVollo2024.pdf,,,,,,https://www.jon.fiva.no/data/FivaSorensenVollo2024.zip,,year,,,,20240110,
Local Government Dataset,elections,http://www.jon.fiva.no/data.htm,"policy, elections, demography",NO,0,0,0,0,1,1972,2022,online,no,,https://www.jon.fiva.no/docs/FivaHalseNatvik2023.pdf,,,,,,https://www.jon.fiva.no/data/FivaHalseNatvik2023.zip,,year,,,,20230905,
LocalView Public Meetings Database,other,https://localview.net/,"local politics, political communication, deliberative democracy",US,0,0,0,0,1,2006,2022,online,no,,,,,,,,,,,,10.1038/s41597-023-02044-y,10.7910/DVN/NJTBEM,20230329,
Long-Term Productivity Database,economics,http://longtermproductivity.com/,"GDP, labor productivity, capital stock",,0,1,1,1,1,1890,2018,online,no,,,,,,http://longtermproductivity.com/download/BCLDatabase_online_v2.3.xlsx,,,,Year,,10.1111/roiw.12185,,20200411,
Longitudinal Internet Studies for the Social sciences,citizens,https://www.lissdata.nl/,"health, religion and ethnicity, social integration and leisure, family and household, work and schooling, personality, politics and values, economic situation",NL,0,0,0,0,1,2007,2023,online,yes,,,,,,,,,,,,,,20230907,
Maddison Project Database,economics,https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2020?lang=en,"economic growth, income levels",,1,1,1,1,1,1,2010,online,no,,,,https://www.rug.nl/ggdc/historicaldevelopment/maddison/data/mpd2020.dta,,https://www.rug.nl/ggdc/historicaldevelopment/maddison/data/mpd2020.xlsx,,,country,year,,,,20221208,
Major Episodes of Political Violence,international relations,http://www.systemicpeace.org/inscrdata.html,"warfare, political violence, conflict",,1,1,1,1,1,1946,2018,online,no,,,,,http://www.systemicpeace.org/inscr/MEPVv2018.sav,http://www.systemicpeace.org/inscr/MEPVv2018.xls,,,country,year,,,,20230118,
Making Electoral Democracy Work,citizens,http://electoraldemocracy.com/medw-survey-data-open-access-2485,"elections, political behavior, multi-level politics, mass political attitudes, voting behavior, electoral participation, subnational elections, supranational elections, national elections, federal elections, municipal elections, regional elections, satisfaction with democracy, civic duty, government satisfaction, vote choice, political knowledge, perceptions of the voting act",,0,0,0,0,1,2011,2015,online,no,,http://electoraldemocracy.com/wp-content/uploads/2009/06/MEDW_Aggregated_Codebook.pdf,,,,,,,COUNTRY,ELYEAR,,,10.7910/DVN/RR0NNQ,20181229,
Manifesto Project Main Dataset (Party Preferences),parties and politicians,https://manifesto-project.wzb.eu/datasets,"national elections, election programmes",,1,1,1,1,1,1920,2017,online,no,,https://manifesto-project.wzb.eu/down/data/2018a/codebooks/codebook_MPDataset_MPDS2018a.pdf,https://manifesto-project.wzb.eu/down/data/2018a/datasets/MPDataset_MPDS2018a.csv,https://manifesto-project.wzb.eu/down/data/2018a/datasets/MPDataset_MPDS2018a_stata14.dta,https://manifesto-project.wzb.eu/down/data/2018a/datasets/MPDataset_MPDS2018a.sav,https://manifesto-project.wzb.eu/down/data/2018a/datasets/MPDataset_MPDS2018a.xlsx,,,countryname,,,,10.25522/manifesto.mpds.2018a,20180731,
MAPLE Parliamentary Datasets,political speeches and debates,https://doi.org/10.7910/DVN/9MN0RL,parliamentary speech,,0,0,0,0,1,1997,2019,online,no,,,,,,,,,,,,,10.7910/DVN/9MN0RL,20211019,
Mass Mobilization in Autocracies Database,international relations,https://mmadatabase.org/,protest,,1,1,1,1,0,2003,2012,online,yes,,https://mmadatabase.org/download/176/,,,,,,,,,cowcode,,,20180509,
Mass Mobilization Protest Data,protest,https://massmobilization.github.io/,"protests, demonstrations",,1,1,1,1,1,1990,2018,online,no,,,,,,,,,country,year,ccode,,10.7910/DVN/HTTWYL,20200815,
Measuring Income Inequality Database,economics,"http://econ.worldbank.org/WBSITE/EXTERNAL/EXTDEC/EXTRESEARCH/0,,contentMDK:20699070~pagePK:64214825~piPK:64214943~theSitePK:469382,00.html",,,,,,,,1890,1996,public archive,"free, online",,,,,,,,,,,,,,,
Measuring the Impacts of Colonialism,international relations,https://andrewalter.netlify.com/project/globdev/,colonialism,,1,1,0,0,0,1506,1997,online,no,,,,,,https://andrewalter.netlify.com/files/Colonial_transformation_data.xls,,,Country Name,,,,,20190417,
Media System Freedom,media,https://doi.org/10.7910/DVN/ENOEQS,"media freedom, political communication",,1,1,1,1,1,1948,2017,online,no,,,,,,,,,,year,cow,10.1017/S0007123420000101,10.7910/DVN/ENOEQS,20200628,
Members and Activists of Political Parties,parties and politicians,https://zenodo.org/record/61234,"political parties, comparative politics, party membership",,0,0,1,0,1,1946,2014,online,no,,,,,,https://zenodo.org/record/61234/files/MAPP_dataset_-_Version_2.0.xlsx,,,Country,,,10.1057/s41304-016-0098-z,10.5281/zenodo.61234,20220910,
Members of the European Parliament,parties and politicians,https://doi.org/10.7910/DVN/V2FJEF,"european integration, Members of European Parliament, political class, political elite, European Parliament",,0,0,1,0,1,1979,2019,online,no,,,,,,,,,country,,,10.1177/14789299221135239,10.7910/DVN/V2FJEF,20230111,
Memberships in Conventional Intergovernmental Organizations,international relations,http://www.systemicpeace.org/inscrdata.html,,,,,,,,1952,1997,public archive,"free, online",,,,,,,,,,,,,,,
Militant Group Electoral Participation Dataset,international relations,https://doi.org/10.7910/DVN/FB0R8A,"militant group electoral participation, rebel parties, post-conflict elections, wartime elections",,1,1,1,1,1,1943,2010,online,no,,,,,,,,,basestate,year,,10.1177/0022343316668390,,20220818,
Militarized Compellent Threats,international relations,http://hdl.handle.net/1902.1/17315,"Bargaining, coercion, coercive diplomacy, compellence, crises, threats",,,,,,,1918,2001,online,"free, no registration",,,,,,,,,,,,,,,
Militarized Interstate Confrontation Dataset,international relations,https://doi.org/10.1177/00220027221104704,international conflict,,1,1,1,1,1,1816,2014,forthcoming,,,,,,,,,,,,,10.1177/00220027221104704,,20230506,
Militarized Interstate Events,international relations,https://doi.org/10.1177/07388942231182674,"militarized interstate confrontations, war",,1,1,1,1,1,1816,2014,online,no,,,,,,,,,,year,,10.1177/07388942231182674,,20230715,
Military Intervention Project,international relations,https://sites.tufts.edu/css/mip-research/,"military intervention, foreign policy, war",,1,1,1,1,1,1776,2019,forthcoming,no,,,,,,,,,,,,10.1177/00220027221117546,,20220813,
Military Mutinies and Defections Database,international relations,https://doi.org/10.1177%2F00223433211020092,"civil military relations, coup d’état, military, mutiny, protests, unrest",,1,1,1,1,1,1945,2017,online,no,,,,,,,,,Country,year,ccode,10.1177/00223433211020092,,20220312,
Military Purges in Dictatorships,international relations,https://doi.org/10.1177%2F0022343320966375,"authoritarianism, civil-military relations, coup, event data, purges, repression",,1,1,1,1,1,1965,2005,online,no,,,,,,,,,,year,ccode,10.1177/0022343320966375,,20220315,
Minorities at Risk,international relations,http://www.mar.umd.edu/mar_data.asp,,,,,,,,2004,2006,public archive,"free, online",,,,,,,,,,,,,,,
Misinformation Intervention Database,other,https://www.democratic-erosion.com/briefs/misinformation-intervention-database/,misinformation interventions,,1,1,1,1,1,2010,2023,online,no,,,,,,,,,Country,Year Published,,,,20230816,
Missing Migrants Project,other,https://missingmigrants.iom.int/downloads,"migrants, refugees, asylum-seekers",,1,1,1,1,1,2014,2020,online,no,,,,,,,,,,Reported Year,,,,20200116,
Moral Machine,other,https://osf.io/3hvt2/?view_only=4bb49492edee4a8eb1758552a362a2cf,moral decisions,,1,1,1,1,1,2016,2017,online,no,,,,,,,,,,,,10.1038/s41586-018-0637-6,,20181107,
MPs additional income,parties and politicians,https://datalobo.com/mp-earnings/,"additional income, parliament, politicians",GB,0,0,0,0,1,2017,2019,online,no,,,,,,https://datalobo.com/wp-content/uploads/2019/11/Full-Dataset-MP-additional-income.xlsx,,,,,,,,20191204,
Multiculturalism Policy Index,policy,https://www.queensu.ca/mcp/,"immigrant minority policy, recognition policies, affirmative action",,0,1,0,0,1,1960,2020,online,no,,,,,,https://www.queensu.ca/mcp/sites/mcpwww/files/uploaded_files/immigrantminorities/Annual%20Data/MCP%20Annual%20Data%20Scores%20to%202020%20DWestlake.xlsx,,,Country,Year,,,,20220711,
Myers Abortion Facility Database,policy,https://doi.org/10.17605/OSF.IO/8DG7R,"abortion facility, distance",US,0,0,0,0,1,2009,2021,online,no,,,,,,,,,,year,,10.17605/OSF.IO/8DG7R,,20220205,
National Accounts Main Aggregates Database,economics,https://unstats.un.org/unsd/snaama/dnlList.asp,"economics, gdp, export, import",,1,1,1,1,1,1970,2020,online,no,,,,,,,,,Country,,,,,20230116,
National Database of Childcare Prices,policy,https://www.dol.gov/agencies/wb/topics/childcare,childcare prices,US,0,0,0,0,1,2008,2018,online,no,,,https://www.dol.gov/sites/dolgov/files/WB/nationaldatabaseofchildcareprices.csv,,,,,,,StudyYear,,,,20230131,
National Defense Engagement Index,parties and politicians,https://doi.org/10.1111/lsq.12437,"Congress, engagement, expressed Agenda, defense politics",US,0,0,0,0,1,1947,2018,online,no,,,,,,,,,,,,10.1111/lsq.12437,10.7910/DVN/KKJBOU,20231030,
National Elections Across Democracy and Autocracy,elections,http://www.nelda.co/,,,,,,,,1960,2006,public archive,"free, online form",,,,,,,,,,,,,,,
Nationscape,citizens,https://www.voterstudygroup.org/publication/nationscape-data-set-release-1,political attitudes,US,0,0,0,0,1,2019,2020,online,request form,,https://www.voterstudygroup.org/uploads/reports/Data/Nationscape-User-Guide_2020feb24.pdf,,,,,,,,,,,,20200228,
Native American Conflict History,international relations,https://doi.org/10.1177/0022343320987274,"colonialism, conflict duration, Native American",US,0,0,0,0,1,1518,1909,online,no,,,,,,,,,,sYear,,10.1177/0022343320987274,,20220310,
NCSL Ballot Measures,elections,https://ippsr.msu.edu/public-policy/correlates-state-policy/ncsl-ballot-measures-correlates,state ballot measures,US,0,0,0,0,1,1902,2016,online,no,,https://ippsr.msu.edu/sites/default/files/NCSL/NCSL_Codebook.pdf,https://ippsr.msu.edu/sites/default/files/NCSL/ncslballotmeasures.csv,https://ippsr.msu.edu/sites/default/files/NCSL/ncslballotmeasures.dta,,https://ippsr.msu.edu/sites/default/files/NCSL/ncslballotmeasures.xls,,,,year,,,,20190917,
Negative Campaigning Comparative Data,elections,https://www.alessandro-nai.com/negex-data,"candidates, expert survey, personality, populism, negative campaigning, emotional appeals",,1,1,1,1,1,2016,2020,online,no,,,,,,,,,country,,,10.1057/s41304-018-0187-2,10.17605/OSF.IO/MEKWG,20230819,
Net Volatility in Western Europe,elections,https://soc.kuleuven.be/web/staticpage/11/95/eng/1197,"disproportionality, number of parties, turnout, volatility",,0,0,0,0,1,1950,2014,online,no,,,http://soc.kuleuven.be/web/files/11/95/PedersenIndex_1950_2014.csv,,,,,,country,electionyear,,,,20180729,
New Parties and Party System Innovation in Western Europe since 1945,parties and politicians,https://cise.luiss.it/cise/dataset-of-new-parties-and-party-system-innovation-in-western-europe-since-1945/,"electoral volatility, party system institutionalization, party system regeneration",,0,0,0,0,1,1945,2016,online,no,,https://cise.luiss.it/cise/wp-content/uploads/downloads/2018/05/New-parties-and-party-system-innovation-codebook-and-dataset-information.pdf,,,,https://cise.luiss.it/cise/wp-content/uploads/downloads/2018/05/Dataset-of-New-Parties-and-Party-System-Innovation-after-1945.xlsx,,,Country,Year,,10.1177/1354068816678887,10.7802/1363,20180510,
New Zealand Election Study,citizens,http://www.nzes.org/exec/show/data,"Political attitudes, political participation, socio-demographic characteristics",NZ,0,0,0,0,1,1990,2014,online,no,,,,,,,,http://www.nzes.org/data/NZES2014GeneralReleaseApril16.sav.zip,,,,,,20180307,
Newspaper presidential endorsements,media,https://noahveltman.com/endorsements/,"president, endorsement, newspapers",US,0,0,0,0,1,1980,2020,online,no,,,https://raw.githubusercontent.com/veltman/endorsements/master/endorsements.csv,,,,,,,year,,,,20201103,
Nonviolent & Violent Campaigns and Outcomes,international relations,https://www.du.edu/korbel/sie/research/chenow_navco_data.html,"nonviolent campaigns, violent campaigns",,1,0,0,0,0,1900,2011,online,yes,,,,,,,,,,,,,,20230111,
Norwegian Citizen Panel,citizens,http://www.nsd.uib.no/nsddata/serier/norsk_medborgerpanel_eng.html,,NO,0,0,0,0,1,2013,2018,online,form,,,,,,,,,,,,,,20181221,
Norwegian Election Studies,citizens,http://www.nsd.uib.no/nsddata/serier/norske_valgundersokelser_eng.html,,NO,0,0,0,0,1,1957,2013,online,request form,,,,,,,,,,,,,,20181124,
"Norwegian Parliamentary Elections, 1906-2021",parties and politicians,https://www.jon.fiva.no/data.htm,"elections, parliamentary elections, parliamentary candidates, politicians",NO,0,0,0,0,1,1906,2021,online,no,,,,,,,,https://www.jon.fiva.no/data/FivaSmith2022.zip,,year,,,,20220121,Data on candidates running for parliamentary (Storting).
Nuclear Production Capabilities Dataset,international relations,http://pages.ucsd.edu/~egartzke/datasets.htm,"nuclear proliferation, counterproliferation, nuclear weapons, security, nuclear nonproliferation treaty, capabilities",,1,1,1,1,1,1938,2001,online,no,,http://pages.ucsd.edu/~egartzke/data/jo_gartzke_0207_codebk_0906.pdf,,http://pages.ucsd.edu/~egartzke/data/jo_gartzke_0207_nuccap_0906.dta,,http://pages.ucsd.edu/~egartzke/data/jo_gartzke_0207_nuccap_0906.xls,,,,year,ccode,10.1177/0022002706296158,,20180528,
Oil and Gas Data,economics,https://doi.org/10.7910/DVN/ZTPW0Y,"oil, petroleum natural resources",,1,1,1,1,1,1932,2014,online,no,,,,,,,,,cty_name,year,,,10.7910/DVN/ZTPW0Y,20221120,
One-Party Membership Dataset,parties and politicians,https://doi.org/10.1177/00223433231155278,"autocracies, party members, party structure",,1,1,1,1,1,1945,2020,online,no,,,,,,,,https://cdn.cloud.prio.org/files/ee4803fd-a278-436a-b273-df1acd6f6c20/Angiolillo_ReplicationFiles.zip,Country,,,10.1177/00223433231155278,,20231026,
ParlEE Plenary Speeches,political speeches and debates,https://doi.org/10.7910/DVN/ZY3RV7,"parliaments, legislative speech, EU politics",,0,0,1,0,1,2009,2019,online,no,,,,,,,,,,,,,10.7910/DVN/ZY3RV7,20220915,
ParlGov: Cabinets,cabinets and parliaments,http://www.parlgov.org/,cabinets,,0,1,1,0,1,1900,2017,online,no,,http://www.parlgov.org/documentation/codebook#cabinet,http://www.parlgov.org/static/data/development-cp1252/view_cabinet.csv,,,,,,country_name,,,,10.7910/DVN/F0YGNC,20180509,
ParlGov: Elections,elections,http://www.parlgov.org/,elections,,0,1,1,0,1,1900,2017,online,no,,http://www.parlgov.org/documentation/codebook#election,http://www.parlgov.org/static/data/development-cp1252/view_election.csv,,,,,,country_name,,,,10.7910/DVN/F0YGNC,20180509,
ParlGov: Parties,parties and politicians,http://www.parlgov.org/,parties,,0,1,1,0,1,1900,2017,online,no,,http://www.parlgov.org/documentation/codebook#party,http://www.parlgov.org/static/data/development-cp1252/view_party.csv,,,,,,country_name,,,,10.7910/DVN/F0YGNC,20180509,
Parliamentary communication in the German Bundestag,political speeches and debates,https://doi.org/10.7910/DVN/7EJ1KI,"parliaments, representation",DE,0,0,0,0,1,1947,2017,online,no,,,,,,,,,,,,10.1017/gov.2020.29,10.7910/DVN/7EJ1KI,20201224,
Parliamentary Deployment Votes Database,international relations,http://deploymentvotewatch.eu/?page_id=2,"military intervention, legislatures, political parties, legislative-executive relations, contestation, Foreign Policy Analysis",,0,1,1,0,1,1990,2019,online,no,,http://deploymentvotewatch.eu/wp-content/uploads/2021/07/PDVD_v3_Codebook.pdf,,,,,,,country,year_vote,,10.1177/00223433221116655,10.7910/DVN/LHYQFM,20231115,
Parliamentary Rules Database,cabinets and parliaments,https://parlrulesdata.org/,"UK House of Commons, Irish Dáil",,0,0,0,0,1,1811,2016,online,no,,https://parlrulesdata.org/data/ukhcso/README_ukhcso_parlrules.pdf,https://parlrulesdata.org/data/ukhcso/ukhcso_parlrules.csv,,,,,,,,,10.1111/lsq.12249,,20191003,
Parliamentary Speeches in Ireland,political speeches and debates,https://doi.org/10.7910/DVN/6MZN76,"parliamentary debates, Dáil Éireann",IE,0,0,0,0,1,1919,2013,online,no,,,,,,,,,,,,,10.7910/DVN/6MZN76,20190922,
Parliaments and governments database,cabinets and parliaments,http://www.parlgov.org/,,,,,,,,,,,,,,,,,,,,,,,,,,
Parliaments Day-By-Day,parties and politicians,https://doi.org/10.7910/DVN/PYGBDO,"parliamentary research, parliaments, politician level data, who-is-who",,0,0,0,0,1,1947,2017,online,no,,,,,,,,,,,,10.1111/lsq.12359,10.7910/DVN/PYGBDO,20210915,
ParlQuestionTime,political speeches and debates,https://dataverse.harvard.edu/dataverse/ParlQuestionTime,"speech contributions, issue attention, parliamentary question time",,0,0,1,0,1,2004,2022,online,no,,,,,,,,,,,,,10.7910/DVN/0EPYVN,20221001,
parlScot,political speeches and debates,https://doi.org/10.7910/DVN/EQ9WBE,"parliaments, committees, gender, constituency",GB,0,0,0,0,1,1999,2021,online,no,,,,,,,,,,,,,10.7910/DVN/EQ9WBE,20210304,
ParlSpeech,political speeches and debates,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/E4RSP9,"members of parliament, politicians, communication, speeches",,0,0,1,0,1,1988,2016,online,no,,https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/E4RSP9/ZUMDSX&version=1.0,,,,,,"https://dataverse.harvard.edu/api/access/datafiles/3017253,3017251,3017257,3017256,3017254,3019895,3017255,3019897?gbrecs=true",,date,,,10.7910/DVN/E4RSP9,20220809,
ParlSpeech V2,political speeches and debates,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/L4OAKN,"members of parliament, politicians, communication, speeches",,0,0,1,0,1,1987,2019,online,no,,https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/L4OAKN/C2TWCZ&version=1.0#,,,,,,"https://dataverse.harvard.edu/api/access/datafiles/3758837,3758785,3758788,3758786,3758859,3758792,3758791,3758793,3758787,3758789?gbrecs=true",,date,,,10.7910/DVN/L4OAKN,20220809,
Parltrack,cabinets and parliaments,https://parltrack.eu/dumps,"European Parliament, plenary amendments, plenary votes, committee agendas",,0,0,1,0,1,2011,2024,online,no,ODbL-1.0,,,,,,,,,,,,,20240403,
Parties’ Group Appeals Dataset,parties and politicians,https://doi.org/10.7910/DVN/NZQGST,"party politics, group appeals",,0,0,0,0,1,1977,2015,online,no,,,,,,,,,countryname,year,,10.1177/13540688221131982,10.7910/DVN/NZQGST,20221007,
Partisan Electoral Interventions by the Great-powers,elections,https://www.dovhlevin.com/datasets,"external interventions, great powers, partisan electoral interventions",,1,1,1,1,1,1946,2000,online,no,,,,,,,,,country,year,ccodecow,10.1177/0738894216661190,,20220422,
Party Facts,parties and politicians,https://partyfacts.herokuapp.com/,political parties,,1,1,1,1,1,1788,2018,online,no,,,,,,,,,,,,10.1177/1354068818820671,10.7910/DVN/EIAMPN,20190111,
Party Policy in Modern Democracies,parties and politicians,http://www.tcd.ie/Political_Science/ppmd/,"ideology, parties, economy, nationalism",,0,0,1,0,1,2003,2004,online,no,,https://www.tcd.ie/Political_Science/ppmd/PPMD_summary_data_GUIDE.pdf,,http://www.tcd.ie/Political_Science/ppmd/PPMD_detail.dta,http://www.tcd.ie/Political_Science/ppmd/ppmd_detail.por,,,,,,,,,20221214,
Party positions from Wikipedia tags,parties and politicians,https://github.com/hdigital/partypositions-wikitags,"party positions, ideology",,1,1,1,1,1,2022,2022,online,no,,,,,,,,,,,,10.1017/pan.2021.28,10.5281/zenodo.7043511,20230302,
Party primaries in Spain,parties and politicians,https://zenodo.org/doi/10.5281/zenodo.10066111,"political participation, intra-party democracy, candidate selection, leadership selection",ES,0,0,0,0,1,1991,2023,online,no,CC-BY-4.0,,,,,,,,,,,10.5281/zenodo.10066111,10.1016/j.dib.2024.110111,20240210,
Party Representation of Social Groups,parties and politicians,https://doi.org/10.1177%2F13540688211023859,"political inequality, political representation, social groups",,0,0,1,0,1,2002,2016,online,no,,,,,,,,,Country,,,10.1177/13540688211023859,10.18150/NPXPAT,20231026,
Party-Interest Group Relationships in Contemporary Democracies,parties and politicians,https://pairdem.org/pairdem/,"interest groups, party-group relationships, political parties",,0,1,0,0,1,2016,2018,online,yes,,,,,,,,,,,,10.1177/13540688221075591,10.18712/NSD-NSD2978-V3,20220425,
Peace Accords Matrix Implementation,international relations,https://peaceaccords.nd.edu/research,"Intrastate peace, peace agreements, implementation",,1,1,1,1,1,1989,2015,online,no,,https://peaceaccords.nd.edu/wp-content/uploads/2019/08/PAM_ID-CODEBOOK-V.1.5-29July2015.pdf,,,,https://peaceaccords.nd.edu/wp-content/uploads/2019/08/PAM_ID-V.1.5-Updated-29JULY2015.xlsx,,,country,year,,10.1080/21647259.2013.783259,,20220622,
Peace Agreement Database,international relations,http://www.politicalsettlements.org/portfolio/pa-x-database/,"conflict, peace agreements, peace process",,1,1,1,1,1,1990,2016,online,no,,,,,,,,https://www.prio.org/utility/DownloadFile.ashx?id=91&type=replicationfile,Con,,,10.1177/0022343318819123,,20190515,
Peace Negotiations in Civil Conflicts,international relations,https://doi.org/10.7910/DVN/0BMHXD,"conflict resolution, civil wars, mediation, negotiation, peace agreement, bargaining, internal armed conflict",,1,1,1,1,1,1975,2013,online,no,,,,,,,,,SideA,Year,,10.1177/00220027221111735,10.7910/DVN/0BMHXD,20220707,
Peaceful Resolution of Territorial Disputes,international relations,https://doi.org/10.1177%2F0022343319895560,"adjudication, arbitration, negotiations, peaceful resolution, territorial disputes",,1,1,1,1,1,1945,2015,online,no,,,,,,,,,,year,,10.1177/0022343319895560,,20220316,
Peacekeeping and the Peacekept,international relations,http://www.columbia.edu/~vpf4/research.htm,,,1,0,1,0,1,1947,1999,online,no,,http://www.columbia.edu/~vpf4/pk&pkept%20data%20notes.pdf,,http://www.columbia.edu/~vpf4/pk&pkept.dta,,,,,cname,,,,,20180602,
PeaceKeeping Operations Corpus,international relations,https://doi.org/10.1177/0022343320978693,"peacekeeping, text-as-data",,1,1,1,1,1,1994,2020,online,no,,,,,,,,,,,,10.1177/0022343320978693,,20220310,
Perceptions of Electoral Integrity,elections,https://dataverse.harvard.edu/dataverse/PEI,"elections, electoral integrity, electoral fraud, voting behavior, cross-national elections, global, comparative politics, free and fair",,1,1,1,1,1,2012,2017,online,no,,,,,,,,,country,,ccodecow,,10.7910/DVN/Q6UBTH,20180331,
